4.0575	1.1219	4.3970	4.5151	1.8914	3.5590	4.6246	2.9708	2.0210	1.6105	1.1293	1.3573	2.5946	1.3469	3.0099	2.8143	4.6626	2.5966	4.2938	1.8733	1.8150	3.7251	3.0536	4.5161	4.2531	4.5643	1.6375	3.3780	3.8970	1.6855	2.4575	2.7769	4.9687	2.4064	3.7711	4.3175	1.3790	4.9864	1.3333	3.3658	1.6037	1.5102	4.5639	1.1892	2.7910	2.4725	1.3041	3.4428	4.1446	2.3909	3.7838	4.5141	1.6232	2.8669	4.9866	4.5137	1.8321	1.0360	1.4249	4.1230	4.9161	3.6584	4.3719	4.6837	2.5527	4.0707	1.0649	2.9366	4.9322	1.2740	4.7299	2.6030	1.9520	3.4153	2.9559	3.1710	3.6870	4.1083	2.7675	2.1956	3.6299	2.9283	3.5976	4.6549	3.7077	2.1463	1.8462	2.3560	3.2695	4.9065	3.8308	1.2759	2.3191	4.5864	1.9322	1.7567	3.0382	3.1836	2.3621	1.6493
4.1363	2.6112	3.6149	2.3458	3.7242	2.0967	2.6584	1.9061	4.3234	4.7649	4.4493	2.4636	4.5212	3.2230	2.6075	2.5916	3.4336	1.4670	4.9885	4.3240	2.9293	2.8468	4.6487	4.3318	2.7315	2.3631	1.2404	3.7277	3.0859	3.3100	4.6151	1.9156	1.0625	1.9287	1.7421	3.9847	2.9567	2.0567	4.7244	3.6848	2.2725	3.8707	4.1311	2.1490	4.8704	4.9349	1.8019	3.8262	4.8257	2.7960	2.3752	3.5718	3.9113	4.3941	4.8551	2.9040	3.3474	1.9639	4.0751	3.9188	3.4401	2.0708	3.9610	1.0163	3.6740	4.8349	3.5658	1.6077	4.8961	1.0946	1.5097	2.6606	1.5652	1.7758	1.6946	2.8715	3.7977	2.7916	3.7614	2.6762	3.3793	3.9809	4.2945	1.3165	1.0773	4.5183	4.8725	2.6551	4.3840	2.2892	3.6021	3.4691	3.7047	4.6047	2.8637	1.8372	2.4102	3.2289	1.8433	1.1931
3.7012	3.9139	2.8154	2.2929	1.3663	4.3219	4.6954	4.3306	3.7336	3.8755	1.2725	1.6257	1.0912	2.5088	1.7107	3.1008	3.9984	4.3952	3.7927	4.0233	3.6641	1.2494	1.7127	4.3402	4.0309	4.9034	4.6106	1.1573	3.1479	4.7240	1.3862	4.7596	3.7523	1.2585	3.3758	1.0022	3.1838	3.4615	2.2218	1.7180	3.8244	3.5675	2.5478	2.8682	4.2387	1.2398	3.4875	1.8915	4.4828	3.7210	3.3652	4.5773	1.2114	3.2367	4.4629	2.9077	4.4972	1.5226	3.8672	4.9955	1.8333	2.7064	4.1768	1.6452	2.3660	4.1471	4.2806	1.7036	2.1137	1.2163	2.8064	2.2308	4.8175	1.0047	2.9480	1.6649	1.5575	3.7058	2.1311	1.6713	4.9052	3.3330	3.5621	1.9618	3.1300	4.4904	1.1996	1.9835	2.1538	1.8979	3.6186	4.9621	1.1512	2.3746	1.8628	4.0296	1.3831	2.9766	1.0737	1.9018
4.4830	4.2392	1.6469	4.6153	3.0422	4.3322	3.2870	1.6152	2.0569	2.9662	2.0439	2.3537	3.5540	3.0877	1.6842	4.3486	3.3511	4.3998	3.5087	2.6560	3.0937	2.9407	4.2944	4.7826	1.2342	1.6286	3.0195	1.8615	4.2828	1.8557	2.2408	2.3514	3.5484	2.3311	1.2068	2.5322	4.8521	1.2946	4.6672	4.0894	1.7919	1.8690	3.5606	2.9821	4.1076	4.0145	1.4099	1.5369	3.8897	2.9888	1.9887	3.1808	1.1906	1.6431	3.0146	1.2262	3.6931	4.1168	3.6152	2.3963	4.8885	3.3334	1.4693	2.0570	3.3677	1.1952	4.4683	2.4344	3.6322	3.8081	4.4411	3.7818	4.4122	2.6024	2.6523	2.5622	1.9194	2.5256	3.4301	1.7974	4.0532	3.0939	3.3633	3.7229	1.6267	2.2395	4.1314	1.1327	1.4512	4.5471	4.5205	3.4808	3.5125	1.7879	3.8456	1.9060	1.1311	4.4689	4.1269	3.8328
4.9458	4.4441	1.8308	1.2136	3.1235	4.9422	4.5602	2.2199	1.2916	4.5659	2.1057	3.8906	1.5041	2.5877	3.3865	1.6323	3.3724	2.6149	1.0551	3.9008	1.7291	4.5294	2.0037	3.5709	1.8842	1.0738	3.9232	1.2766	3.1684	1.1507	3.4821	4.2699	3.3939	4.2583	1.7649	4.8383	1.2090	4.6061	4.2100	4.0522	1.9912	2.3127	4.1643	3.5905	4.5892	4.4597	4.6960	3.3319	2.4835	3.4276	2.7421	4.9820	2.7829	3.0304	3.2321	4.5290	4.8261	4.8703	1.6266	1.6237	1.2624	1.0618	1.8988	4.0796	3.9743	4.3588	2.1372	3.6693	4.0043	4.8880	3.0995	1.6890	4.6049	4.4107	1.9882	4.3834	2.5051	4.4577	2.9106	4.2937	2.5410	2.5036	2.7343	3.2044	3.7045	3.1125	3.2973	1.2634	3.0870	3.8522	4.8466	2.3563	4.5991	4.3848	1.5595	4.7084	3.8410	1.7080	4.3739	2.2826
2.1047	4.0907	4.0186	2.3235	1.0991	3.4669	2.3531	1.9591	2.1861	3.7141	4.1725	2.7536	2.0250	1.6437	4.4382	4.0472	1.7681	3.7991	2.2783	3.1745	1.1815	1.7197	3.7858	4.8356	2.7061	3.2207	2.3648	1.8607	3.4237	2.5772	1.7073	1.9378	3.7786	3.2473	3.7925	2.3242	3.9257	1.2137	2.2717	1.9332	2.5817	4.2837	1.0629	3.6707	4.8858	2.7664	2.8236	3.0198	1.5910	2.6760	4.8507	4.9579	4.3105	1.0984	2.2749	1.4441	3.5129	3.1292	2.4348	3.1377	3.6677	1.0045	2.6142	4.0264	1.6667	3.4650	3.9984	1.5622	4.4156	1.2845	1.1216	3.1055	4.0053	4.9661	3.0416	4.0034	4.0667	3.1896	4.2068	1.0833	1.7973	3.9858	3.1658	2.2489	2.4607	2.0732	3.9166	3.8809	4.8832	4.8141	3.3617	4.2245	3.8009	2.2452	3.3792	4.4792	2.7498	3.0087	3.2462	3.1689
1.6498	4.9454	4.0243	1.8549	1.2137	3.6507	4.4949	4.8779	3.1825	2.6002	3.8514	2.1317	1.5294	2.8230	4.7284	3.6749	1.6664	4.0644	4.0909	3.5217	2.1095	2.7066	2.7491	3.9866	4.1053	2.7623	2.7313	3.6419	1.2283	2.0195	3.6618	2.1397	3.7070	1.5209	3.5259	3.3202	3.1485	4.1082	4.7636	2.2608	1.2265	2.3982	4.6938	4.8921	4.2434	3.0043	2.5944	4.0878	3.9345	1.1574	2.9447	2.9182	1.1281	1.2084	4.1099	4.2560	3.5191	1.5950	1.2339	4.9487	3.6724	4.6010	3.9355	2.1444	4.9499	2.4072	3.5388	4.4645	1.4114	4.1245	3.2873	2.8457	4.8743	1.8562	4.7024	4.6700	4.0192	3.9345	3.4460	1.6635	4.1876	3.2478	1.4300	2.2872	4.3784	3.9387	4.4809	2.0774	3.1899	4.1053	3.0342	1.7292	4.9923	3.5121	1.4010	3.3374	4.7586	1.0827	2.8165	3.7260
3.8255	4.6258	4.3973	3.6872	2.2025	1.9979	3.5270	4.7875	2.2668	4.1570	1.8381	2.9838	1.0125	3.3178	2.0503	2.9032	1.3545	3.9519	4.7021	2.9033	3.8705	1.6926	2.5304	2.9708	1.0128	2.7313	1.3912	3.1199	2.4156	4.8636	1.6576	2.6823	4.5339	2.8275	1.3119	1.9913	2.4315	4.8518	4.6302	1.6975	3.0121	2.4037	1.4214	1.0817	1.5113	4.5614	3.1787	2.6978	2.2376	4.3322	3.4390	2.9075	3.6866	4.5763	1.0436	2.5120	1.0373	2.5024	1.5671	4.3633	4.6520	3.3265	3.9172	2.4645	4.9445	4.1425	1.4726	3.9918	2.6151	3.4869	4.8419	1.9007	1.0485	2.7552	1.9281	2.2315	3.9242	1.4393	2.9699	3.6487	1.6171	4.4182	1.5006	3.3494	3.0720	2.7929	2.8536	3.8969	1.7482	4.5390	4.6177	1.5027	2.5010	2.4529	4.8614	2.2517	4.7440	3.9264	2.7130	3.4446
2.4773	4.9810	2.0203	2.8203	2.2236	1.6424	4.3214	4.2490	4.4399	3.1879	3.6172	3.4678	3.5827	4.3262	1.8414	4.5040	2.6641	4.6104	1.4633	2.2624	3.6328	2.5185	2.2635	3.0292	2.5017	1.6776	3.4987	2.1480	3.4852	1.0479	2.0813	1.3656	3.5315	4.8471	1.3048	2.2489	1.9541	1.9292	3.4437	4.1706	3.0124	1.2673	4.4194	2.3788	3.8203	2.7300	3.4956	2.9606	2.0381	1.2904	1.3222	3.8628	1.5753	1.2153	1.2235	3.4634	3.1351	1.6633	3.7354	2.6022	1.6337	1.3286	3.6788	2.3422	4.5873	2.6064	4.7318	4.1215	3.9565	4.1357	2.6051	2.5219	1.1492	3.6892	2.9999	3.9989	3.4511	3.5899	3.1457	4.0907	3.9052	3.1318	2.7233	1.5516	4.7916	1.9134	4.0700	3.4871	1.3235	1.9211	4.8511	2.9787	4.3124	2.5645	1.9391	2.3359	1.4024	2.3352	4.4901	3.6269
1.0232	1.7089	3.3920	2.2642	2.0192	2.6064	3.3611	3.4968	3.0301	3.5266	1.8568	4.0239	3.1780	2.7239	2.0237	3.5876	2.2442	3.5367	2.9910	2.2612	1.0914	2.2512	2.7560	4.4919	3.7757	3.2443	1.5538	3.4573	4.5682	1.4278	4.6552	1.8362	2.3730	1.1689	2.9252	2.3402	1.0722	4.8573	3.0259	1.3808	2.7949	2.2972	3.7084	3.3647	3.9934	4.2191	4.1698	1.9580	1.4629	2.2373	4.2433	3.5488	4.8459	4.5967	4.8847	2.0507	1.5906	3.0765	3.7198	2.0702	4.9439	2.3713	2.4740	1.1976	4.6229	3.4554	3.3903	1.5238	2.6262	3.3186	2.5218	4.2720	2.3334	4.5573	1.9712	3.0840	1.6070	1.3555	2.5257	4.6466	1.2528	1.1643	1.2357	1.5233	4.2503	1.5412	3.9140	1.7794	3.5279	4.3715	2.1457	1.4461	4.6942	1.6398	2.6878	2.9418	4.1618	3.5683	4.5606	3.5123
